0	   -185.72311	              -185.72311	             0	    0.97823574	           50	         0.5
0	   -184.33491	              -184.33491	             0	    0.96627814	       40.625	         0.5
1	   -183.83948	              -183.83948	    -1.1990901	    0.96483629	       46.875	         0.5
1	   -182.58587	              -182.58587	    -4.9913659	    0.96040502	         37.5	         0.5
2	   -182.15807	              -182.37197	      -4.03329	    0.95699493	       40.625	         0.5
2	   -181.82389	              -182.20488	    -4.8010407	    0.94852549	       40.625	         0.5
3	     -180.546	              -181.65192	    -5.3435652	    0.94020175	       21.875	         0.5
3	   -179.49153	              -181.30043	     -6.495366	    0.93692424	       28.125	         0.5
4	    -178.6592	              -180.64012	    -6.7351449	    0.94136923	        43.75	         0.5
4	   -177.12455	              -180.25646	    -7.1043372	    0.93653764	        43.75	         0.5
5	   -177.44724	              -179.69462	    -7.4914675	    0.93120762	         37.5	         0.5
5	   -176.36004	              -179.47718	    -7.1278294	    0.92618607	       34.375	         0.5
6	   -177.53304	              -179.15315	      -7.41171	    0.93352373	        43.75	         0.5
6	    -178.0975	              -179.24723	    -7.2317423	    0.93333355	       34.375	         0.5
7	   -178.72209	              -179.17221	    -6.7276408	    0.93784139	       40.625	         0.5
7	   -180.14726	              -179.37581	    -5.4829569	    0.93507101	       40.625	         0.5
8	   -181.66417	              -179.66185	    -3.1728513	     0.9375365	       40.625	         0.5
8	   -181.93128	              -179.69524	    -2.3294245	    0.93887548	       40.625	         0.5
9	    -182.8103	              -180.04136	    0.69562183	    0.93812487	         37.5	         0.5
9	   -182.16663	              -179.96984	   -0.10974944	    0.93805822	       40.625	         0.5
10	   -180.94134	              -180.06699	     0.4332679	    0.93668492	        31.25	         0.5
10	   -179.57745	               -179.9306	   -0.26836988	    0.93272647	           25	         0.5
11	   -179.42805	              -179.88491	   -0.49214834	    0.92769486	         37.5	         0.5
11	    -179.7219	              -179.91163	   -0.32929936	    0.93030938	        43.75	         0.5
12	   -178.93532	              -179.83027	   -0.65909538	    0.92394828	       40.625	         0.5
12	   -178.33927	               -179.7806	   -0.78206674	    0.91981564	       15.625	         0.5
13	   -177.22018	              -179.58364	    -1.4090596	     0.9211364	       40.625	         0.5
13	   -176.87399	              -179.55701	    -1.4107926	    0.90727779	           50	         0.5
14	   -175.97466	              -179.30113	    -1.8556006	    0.90759868	       21.875	         0.5
14	   -174.80591	              -179.21765	    -1.6998721	    0.91509939	       34.375	         0.5
15	   -175.25252	              -178.95331	     -2.196529	    0.92205723	        43.75	         0.5
15	   -176.00965	              -179.00378	    -2.3148685	    0.92472122	         37.5	         0.5
16	   -175.64446	              -178.79382	     -2.684896	    0.91873206	        31.25	         0.5
16	   -175.41741	              -178.77963	    -2.5841815	    0.89917371	           50	         0.5
17	   -174.34791	              -178.51894	    -3.1944563	    0.90320477	           25	         0.5
17	   -174.81711	              -178.54654	    -2.7120528	    0.91308047	       46.875	         0.5
18	    -174.4348	              -178.31811	    -3.2138256	    0.90963726	       28.125	         0.5
18	   -175.62554	              -178.38427	    -3.2365537	    0.91800251	        31.25	         0.5
19	   -177.08881	              -178.31608	    -3.2763866	    0.92476689	           50	         0.5
19	    -178.2045	               -178.3748	    -3.1329256	    0.92381872	       40.625	         0.5
20	   -178.82909	              -178.39752	    -2.8338173	    0.91927285	       46.875	         0.5
20	   -179.82246	              -178.44719	    -2.4785139	    0.91508764	       28.125	         0.5
21	   -179.21066	              -178.48354	    -2.1289639	    0.90385448	       40.625	         0.5
21	    -178.8894	              -178.46824	    -2.2573936	    0.91272232	         37.5	         0.5
22	   -176.85636	              -178.39498	    -2.4964822	    0.91255098	       40.625	         0.5
22	   -176.62375	               -178.3844	    -2.4990997	    0.91072752	       34.375	         0.5
23	   -177.19707	              -178.33278	    -2.6287735	    0.91688535	        31.25	         0.5
23	   -177.88656	              -178.36276	    -2.4866599	    0.91716158	        31.25	         0.5
24	   -177.09671	              -178.31001	     -2.602654	    0.91875419	        43.75	         0.5
24	   -176.56271	              -178.28776	    -2.5628816	    0.91464677	         37.5	         0.5
25	   -175.02407	              -178.15721	    -2.9816301	    0.91740287	       40.625	         0.5
25	   -177.11922	              -178.24102	    -2.7072741	     0.9264385	       40.625	         0.5
26	   -179.23707	              -178.27932	    -2.2907194	    0.92946355	       46.875	         0.5
26	   -180.20733	              -178.31664	    -2.0162892	    0.92055358	       46.875	         0.5
27	   -180.25497	              -178.38843	    -1.4035506	    0.93054972	       34.375	         0.5
27	   -179.87584	              -178.37439	    -1.5346115	    0.92894644	       34.375	         0.5
28	   -179.67477	              -178.42083	    -1.1442495	    0.92857354	         37.5	         0.5
