0	   -188.68937	              -188.68937	             0	     0.9611807	       59.375	           1
1	    -183.3248	               -183.3248	   -0.29920657	    0.94547646	         37.5	           1
2	   -179.72996	              -181.52738	    0.91591502	    0.92687736	       34.375	           1
3	   -178.27086	              -180.44187	     4.0084095	    0.91854434	       59.375	           1
4	   -176.27923	              -179.40121	     4.5330098	    0.90451841	       34.375	           1
5	   -175.46324	              -178.61362	     6.9566797	     0.8913545	       65.625	           1
6	   -176.13593	              -178.20067	     6.5313801	    0.90671029	        56.25	           1
7	   -176.51241	              -177.95949	     5.6896798	    0.90299431	        43.75	           1
8	   -178.17647	              -177.98661	     5.0407901	    0.89775484	           50	           1
9	   -177.49767	              -177.93229	      4.528591	    0.88594007	       40.625	           1
10	   -178.48904	              -177.98796	     4.0728875	    0.86649291	           50	           1
11	   -176.49302	              -177.85206	     3.7301273	    0.86099881	       46.875	           1
12	   -179.55952	              -177.99435	     3.7080265	    0.85747283	       40.625	           1
13	   -178.77522	              -178.05441	     3.4195633	     0.8660621	       28.125	           1
14	   -178.06797	              -178.05538	     3.1905322	     0.8679188	         37.5	           1
15	   -176.83974	              -177.97434	     3.0400473	    0.86186344	         37.5	           1
16	    -176.8917	              -177.90667	     2.8982232	    0.85556005	       34.375	           1
17	   -175.98506	              -177.79364	     2.9170748	    0.84412833	       34.375	           1
18	   -176.90171	              -177.74409	     2.7732678	    0.86110051	         37.5	           1
19	   -174.53291	              -177.57508	     3.3773582	     0.8526498	       34.375	           1
20	   -170.75354	                -177.234	     5.4606771	     0.8542001	        43.75	           1
21	    -170.0618	              -176.89247	     7.8823057	    0.85884094	        43.75	           1
22	   -170.30045	              -176.59283	     9.3901787	    0.85446934	       40.625	           1
23	   -172.65968	              -176.42182	     9.4048936	    0.86826648	           25	           1
24	   -175.04014	              -176.36425	     8.9707785	    0.86998415	       46.875	           1
25	   -176.78113	              -176.38093	     8.6387231	    0.86146098	           50	           1
26	   -178.36028	              -176.45706	     8.3203786	    0.86000186	        31.25	           1
27	   -177.28681	              -176.48779	     8.0460446	    0.85390119	        31.25	           1
28	    -175.4272	              -176.44991	     7.8106838	    0.85077952	        18.75	           1
29	   -174.67846	              -176.38883	     7.7584773	    0.83494898	       28.125	           1
30	   -172.66349	              -176.26465	     7.8143213	    0.84126144	       53.125	           1
31	   -172.06089	              -176.12904	     8.1710281	    0.84640258	           50	           1
32	   -170.78017	              -175.96189	     9.0019116	    0.84906889	       46.875	           1
33	   -167.68037	              -175.71094	     10.323569	    0.83942966	           50	           1
34	   -169.70563	              -175.53431	     10.860824	    0.84619469	         37.5	           1
35	    -168.5628	              -175.33512	     12.003319	    0.85773477	       40.625	           1
36	   -164.51311	              -175.03451	     15.384187	    0.85489895	        43.75	           1
37	   -159.74612	              -174.62131	     20.498618	    0.83211031	       40.625	           1
38	   -159.29367	              -174.21795	     25.578379	    0.83584836	       40.625	           1
39	   -160.87003	               -173.8757	     28.087941	    0.84120949	       40.625	           1
40	   -163.46238	              -173.61537	     29.748778	    0.83176754	        31.25	           1
41	   -163.85113	              -173.37721	     31.387853	    0.82797698	       28.125	           1
42	   -162.78087	              -173.12492	     33.247639	    0.81244038	           50	           1
43	   -160.22314	              -172.82488	     35.914517	    0.79276063	       40.625	           1
